,naver_pk
4954,"37.5059341096, 126.9063862869"
4955,"37.5182834894, 126.9083900032"
4956,"37.5170437149, 126.9073577580"
4957,"37.4999814972, 126.9076066042"
4958,"37.5180986244, 126.9080688641"
4959,"37.5187430118, 126.9064496963"
4960,"nan, nan"
4961,"37.4927822846, 126.8963245654"
4962,"nan, nan"
4963,"nan, nan"
4964,"nan, nan"
4965,"nan, nan"
4966,"37.5206824771, 126.9059539551"
4967,"37.5209967888, 126.9065744833"
4968,"37.5378013791, 126.8978860363"
4969,"37.5004193418, 126.9078961411"
4970,"nan, nan"
4971,"37.5207876617, 126.9085257410"
4972,"37.5243383945, 126.8875193947"
4973,"nan, nan"
4974,"37.5281552370, 126.9072436698"
4975,"37.5356296331, 126.9019552568"
4976,"37.5115382152, 126.9169173536"
4977,"nan, nan"
4978,"37.5189097203, 126.9080855155"
4979,"37.5176966637, 126.9116992588"
4980,"37.5212844422, 126.9005700774"
4981,"nan, nan"
4982,"37.5161528606, 126.9041553591"
4983,"37.5279649368, 126.8992062316"
4984,"37.5186724617, 126.9092189071"
4985,"37.5160297028, 126.9039450119"
4986,"37.5157543760, 126.9031967806"
4987,"nan, nan"
4988,"37.5263460034, 126.8982446610"
4989,"37.5169480756, 126.9070737310"
4990,"nan, nan"
4991,"37.4898250927, 126.9050087964"
4992,"37.5181804841, 126.9095321585"
4993,"nan, nan"
4994,"37.5224397996, 126.8916604132"
4995,"37.5200369341, 126.9027586781"
4996,"37.5142929695, 126.9078415414"
4997,"37.5136371740, 126.9107156851"
4998,"37.5171475578, 126.9109332092"
4999,"37.5178031336, 126.9075406334"
5000,"37.5169888062, 126.9071950531"
5001,"37.5216827176, 126.9095787219"
5002,"37.5156181673, 126.9031149495"
5003,"37.5217835618, 126.8909339848"
5004,"37.4999798235, 126.9080019674"
5005,"37.5213655033, 126.9070620311"
5006,"37.5124321718, 126.9245407702"
5007,"37.5217172425, 126.9011649791"
5008,"37.4956488946, 126.9087344041"
5009,"37.5142292681, 126.9069216876"
5010,"37.5186181226, 126.9081587209"
5011,"37.5118334338, 126.9191969330"
5012,"37.5055929248, 126.9076784054"
5013,"37.5212507342, 126.9111847788"
5014,"37.5368441123, 126.8974190337"
5015,"37.5203587170, 126.9085549972"
5016,"37.5350403046, 126.8967925455"
5017,"37.4893176752, 126.9052704125"
5018,"nan, nan"
5019,"37.5174492158, 126.9076510188"
5020,"nan, nan"
5021,"nan, nan"
5022,"nan, nan"
5023,"nan, nan"
5024,"37.5210863283, 126.9100300042"
5025,"37.5022393839, 126.9106077973"
5026,"37.5206439309, 126.9035170436"
5027,"37.5177497586, 126.9090030677"
5028,"37.5179303374, 126.9080950874"
5029,"37.5116973021, 126.9065096152"
5030,"nan, nan"
5031,"37.5116268474, 126.9167516665"
5032,"37.5346429358, 126.8975888199"
5033,"37.5367717798, 126.8951820282"
5034,"37.5112956716, 126.9180880498"
5035,"nan, nan"
5036,"37.5215298369, 126.8989325362"
5037,"37.5208899940, 126.9005828179"
5038,"nan, nan"
5039,"nan, nan"
5040,"nan, nan"
5041,"37.5162671870, 126.9044755521"
5042,"37.5136371740, 126.9107156851"
5043,"37.5066925676, 126.9098512795"
5044,"37.5165666738, 126.9052502314"
5045,"37.5144353855, 126.8962836478"
5046,"37.5172150370, 126.9120071613"
5047,"37.5051383555, 126.9047128745"
5048,"37.5250190811, 126.9098696183"
5049,"37.5301906909, 126.8940709741"
5050,"37.5368341169, 126.8950668723"
5051,"37.5288121099, 126.8974866005"
5052,"37.5219683021, 126.8981370313"
5053,"nan, nan"
5054,"nan, nan"
5055,"nan, nan"
5056,"nan, nan"
5057,"37.5204121447, 126.9080884236"
5058,"37.5178669905, 126.9082027389"
5059,"37.5226419362, 126.9010513144"
5060,"37.5212005152, 126.9092446902"
5061,"37.5155682756, 126.9029245316"
5062,"nan, nan"
5063,"37.5156168092, 126.9029970874"
5064,"nan, nan"
5065,"nan, nan"
5066,"37.5226992933, 126.8843492981"
5067,"37.5240246687, 126.8853673077"
5068,"37.5358247748, 126.9000032733"
5069,"37.5368426711, 126.8974194882"
5070,"37.5098839197, 126.8974708697"
5071,"37.5374238865, 126.8957506927"
5072,"37.5187412993, 126.9064489066"
5073,"37.5128423281, 126.9183381401"
5074,"37.5184589788, 126.9073172091"
5075,"37.5214373920, 126.8910265699"
5076,"37.5225290299, 126.8985954376"
5077,"37.5181992887, 126.9078661480"
5078,"nan, nan"
5079,"37.5348750350, 126.8988450599"
5080,"37.5064059057, 126.9094296509"
5081,"37.5368341169, 126.8950668723"
5082,"37.5366408383, 126.8969953582"
5083,"37.5210032813, 126.9065811493"
5084,"37.5188270814, 126.9071424390"
5085,"37.5216859735, 126.8905339001"
5086,"37.5222918806, 126.8926752291"
5087,"37.5211520084, 126.9068874100"
5088,"37.5185509539, 126.9074100780"
5089,"37.5301885835, 126.9252362030"
5090,"37.5282448617, 126.8989763097"
5091,"37.5184490218, 126.9082971576"
5092,"37.5295836907, 126.9196703757"
5093,"37.5056626955, 126.9126989715"
5094,"37.5178337682, 126.9117821248"
5095,"37.5201647291, 126.9093706030"
5096,"37.5239290170, 126.8879383481"
5097,"nan, nan"
5098,"37.5128550416, 126.8940685597"
5099,"37.5175213972, 126.9107120756"
5100,"37.5185032685, 126.9114943575"
5101,"37.5106426472, 126.9125895670"
5102,"37.5302591702, 126.9218167323"
5103,"nan, nan"
5104,"37.5115929186, 126.9164241461"
5105,"nan, nan"
5106,"37.5369371205, 126.8962101747"
5107,"37.5367696178, 126.8951823707"
5108,"37.5175511398, 126.9113226407"
5109,"37.5172057152, 126.9117101308"
5110,"37.5289379131, 126.9068698134"
5111,"nan, nan"
5112,"37.5179303374, 126.9080950874"
5113,"37.5205129675, 126.9084371636"
5114,"nan, nan"
5115,"nan, nan"
5116,"37.5071997977, 126.9096867870"
5117,"nan, nan"
5118,"37.5213398012, 126.9087652245"
5119,"37.5181871076, 126.9080748639"
5120,"37.5205264824, 126.9084370340"
5121,"nan, nan"
5122,"37.5178337682, 126.9117821248"
5123,"nan, nan"
5124,"nan, nan"
5125,"37.5144353855, 126.8962836478"
5126,"nan, nan"
5127,"37.5345970563, 126.8976713630"
5128,"37.5174648639, 126.9072685545"
5129,"37.5223751962, 126.9008921627"
5130,"37.5243019914, 126.8894249477"
5131,"37.5203587170, 126.9085549972"
5132,"37.5176597625, 126.9085546711"
5133,"37.5207105031, 126.9120410652"
5134,"37.5211572955, 126.9070797100"
5135,"37.5116092365, 126.9165652855"
5136,"37.4998622645, 126.9084946158"
5137,"37.5386629886, 126.8940822986"
5138,"nan, nan"
5139,"37.5180072486, 126.9106332199"
5140,"37.5174829930, 126.9118832109"
5141,"37.5360221495, 126.8967179883"
5142,"37.5187802752, 126.9030505695"
5143,"nan, nan"
5144,"37.5185416023, 126.9088240591"
5145,"37.5192325628, 126.9043572960"
5146,"37.5175725488, 126.9116367387"
5147,"37.5237161656, 126.9091948091"
5148,"37.5080407686, 126.9115564762"
5149,"37.5056984970, 126.9131084583"
5150,"nan, nan"
5151,"37.5184295779, 126.9089023595"
5152,"37.4963986602, 126.9061382104"
5153,"nan, nan"
5154,"nan, nan"
5155,"nan, nan"
5156,"37.5125606163, 126.9179943709"
5157,"37.5108009212, 126.9150144857"
5158,"37.5176597625, 126.9085546711"
5159,"37.5178540443, 126.9097593512"
5160,"37.5357804282, 126.8971505301"
5161,"37.5362157351, 126.8958523941"
5162,"37.5282855422, 126.9200900178"
5163,"37.5161039765, 126.9129349817"
5164,"37.5248329772, 126.9077087760"
5165,"37.5212636004, 126.9117615710"
5166,"37.5174714844, 126.9116744124"
5167,"37.5174350921, 126.9113247010"
5168,"37.5408768077, 126.8904964580"
5169,"37.5182334401, 126.9106857758"
5170,"37.5174577017, 126.9104811687"
5171,"37.5174577017, 126.9104811687"
5172,"37.5180986244, 126.9080688641"
5173,"nan, nan"
5174,"37.5177534119, 126.9131372404"
5175,"37.5346469880, 126.8987355072"
5176,"37.5188244864, 126.9073946953"
5177,"37.5186331983, 126.9045586186"
5178,"nan, nan"
5179,"37.5367562060, 126.8957060248"
5180,"37.5376578333, 126.8952948396"
5181,"nan, nan"
5182,"nan, nan"
5183,"37.5136662277, 126.9221053960"
5184,"37.5370134893, 126.8960668267"
5185,"nan, nan"
5186,"37.5215105277, 126.8973333560"
5187,"nan, nan"
5188,"37.5194035561, 126.9094805702"
5189,"37.5179542043, 126.9092477170"
5190,"37.5179542043, 126.9092477170"
5191,"nan, nan"
5192,"37.5232829348, 126.8847818910"
5193,"nan, nan"
5194,"nan, nan"
5195,"37.4989413739, 126.9073739067"
5196,"37.5157296500, 126.8915387897"
5197,"37.5290313915, 126.8976688977"
5198,"nan, nan"
5199,"37.5064027445, 126.9095372121"
5200,"37.5186112703, 126.9064309701"
5201,"37.5199992397, 126.9082358726"
5202,"37.5282491675, 126.9201281822"
5203,"37.5177088425, 126.9112388611"
5204,"37.4917064675, 126.9073685939"
5205,"37.5183737926, 126.9080712413"
5206,"nan, nan"
5207,"37.5047820596, 126.9226638254"
5208,"37.5096676221, 126.9404695272"
5209,"37.5129359440, 126.9358588659"
5210,"37.5131670593, 126.9417887714"
5211,"37.4849438619, 126.9798591630"
5212,"37.4772062992, 126.9795229784"
5213,"37.5130304772, 126.9379159032"
5214,"37.5130932452, 126.9361654839"
5215,"37.4852165756, 126.9802654537"
5216,"37.5034379789, 126.9361476934"
5217,"nan, nan"
5218,"37.5120416546, 126.9444911114"
5219,"nan, nan"
5220,"37.4877658284, 126.9809999719"
5221,"37.5129463626, 126.9422563097"
5222,"37.5037840840, 126.9378918938"
5223,"37.5091845004, 126.9404634640"
5224,"37.5070237337, 126.9660130463"
5225,"nan, nan"
5226,"37.5030747340, 126.9367252357"
5227,"nan, nan"
5228,"37.4978526375, 126.9210783768"
5229,"37.5078930862, 126.9623573241"
5230,"37.4975616609, 126.9274795722"
5231,"nan, nan"
5232,"37.5113085614, 126.9391144503"
5233,"37.4879585661, 126.9816464658"
5234,"37.5053838095, 126.9465287468"
5235,"37.5044472820, 126.9415366648"
5236,"37.4771517582, 126.9804092328"
5237,"37.5037156912, 126.9375378494"
5238,"37.5054391612, 126.9450238278"
5239,"37.5043506269, 126.9389108733"
5240,"37.5125281510, 126.9360276334"
5241,"nan, nan"
5242,"37.4792213280, 126.9795884546"
5243,"37.5101103213, 126.9398287760"
5244,"37.4813240270, 126.9813059647"
5245,"nan, nan"
5246,"37.5124101165, 126.9436271434"
5247,"nan, nan"
5248,"37.4835596341, 126.9750889900"
5249,"37.5034754275, 126.9374326451"
5250,"37.4985917919, 126.9285317597"
5251,"37.5123648749, 126.9549317828"
5252,"37.4994705164, 126.9208573949"
5253,"37.4846993752, 126.9812393189"
5254,"37.4878112895, 126.9813157684"
5255,"37.4771553634, 126.9804165804"
5256,"37.5012468358, 126.9335562585"
5257,"37.5070678230, 126.9393282612"
5258,"37.4828205702, 126.9727899715"
5259,"37.4955948459, 126.9538296913"
5260,"37.4876380486, 126.9808954136"
5261,"37.4878947177, 126.9807226883"
5262,"37.5068605777, 126.9651403278"
5263,"37.4806963811, 126.9812872399"
5264,"37.5127551394, 126.9420107846"
5265,"37.4993656124, 126.9268253062"
5266,"37.4872958137, 126.9103505063"
5267,"37.5012862401, 126.9326551102"
5268,"nan, nan"
5269,"37.5035402110, 126.9398637931"
5270,"nan, nan"
5271,"nan, nan"
5272,"37.4847004063, 126.9788108752"
5273,"37.5044160492, 126.9398064294"
5274,"nan, nan"
5275,"37.4785787323, 126.9801412536"
5276,"37.5083495050, 126.9622626545"
5277,"37.5035141229, 126.9220515934"
5278,"37.4840263597, 126.9730506026"
5279,"37.5112016853, 126.9397844670"
5280,"37.5089344632, 126.9319399883"
5281,"37.4886768300, 126.9074830331"
5282,"37.5081084309, 126.9620898432"
5283,"37.5060429545, 126.9620506245"
5284,"37.5129389232, 126.9477586221"
5285,"37.4841480001, 126.9798529319"
5286,"37.5004661064, 126.9325882188"
5287,"nan, nan"
5288,"37.4865414474, 126.9799040749"
5289,"37.5098968928, 126.9396901680"
5290,"37.5115687985, 126.9446638368"
5291,"37.5123161121, 126.9408038075"
5292,"37.4854510071, 126.9813066324"
5293,"37.5123508809, 126.9406044833"
5294,"37.4977764701, 126.9294288583"
5295,"37.4872568851, 126.9818018831"
5296,"37.5126334830, 126.9471513283"
5297,"37.5113073884, 126.9391112843"
5298,"nan, nan"
5299,"37.5098164759, 126.9403066518"
5300,"37.4881320258, 126.9800747263"
5301,"37.5022473299, 126.9487892246"
5302,"37.5121120885, 126.9444389165"
5303,"37.5115366116, 126.9398295538"
5304,"37.5127586576, 126.9423877737"
5305,"37.4885523526, 126.9076516644"
5306,"37.4873149516, 126.9803732233"
5307,"37.4882659423, 126.9081396960"
5308,"nan, nan"
5309,"37.4965094411, 126.9280288226"
5310,"37.5081242235, 126.9624501778"
5311,"37.4885682258, 126.9796753519"
5312,"37.4878378877, 126.9808682256"
5313,"37.4844390051, 126.9777298104"
5314,"37.4832842743, 126.9768026857"
5315,"37.4781786123, 126.9792001622"
5316,"37.4874530911, 126.9810162203"
5317,"37.5077830444, 126.9402191471"
5318,"nan, nan"
5319,"37.5050422355, 126.9521971966"
5320,"37.5123123150, 126.9462415994"
5321,"nan, nan"
5322,"37.4834740953, 126.9728923973"
5323,"nan, nan"
5324,"37.4776787436, 126.9787574605"
5325,"37.5127291485, 126.9376822437"
5326,"37.4952176346, 126.9551030051"
5327,"37.5045910998, 126.9397775623"
5328,"37.4989694085, 126.9247668119"
5329,"37.4996247278, 126.9245120434"
5330,"nan, nan"
5331,"37.5072096649, 126.9649636157"
5332,"nan, nan"
5333,"37.5071005857, 126.9638753022"
5334,"nan, nan"
5335,"37.5050194281, 126.9523906073"
5336,"37.4826152513, 126.9173883020"
5337,"37.4869501025, 126.9278603614"
5338,"37.4868808388, 126.9278994371"
5339,"37.4813795430, 126.9151353288"
5340,"37.4858648369, 126.9288984673"
5341,"37.4834027359, 126.9277012984"
5342,"nan, nan"
5343,"37.4810420718, 126.9472397268"
5344,"37.4799086067, 126.9514530011"
5345,"37.4872297254, 126.9282221438"
5346,"37.4868086100, 126.9283965609"
5347,"37.4843340342, 126.9274333391"
5348,"37.4864502268, 126.9286078901"
5349,"37.4849830916, 126.9313035587"
5350,"37.4856477946, 126.9286171337"
5351,"37.4845068173, 126.9262206497"
5352,"37.4864920216, 126.9287373146"
5353,"37.4748227283, 126.9809005980"
5354,"37.4869006116, 126.9276712431"
5355,"37.4796520146, 126.9535071088"
5356,"37.4857017039, 126.9289642013"
5357,"37.4849959397, 126.9310865714"
5358,"37.4830497133, 126.9553611762"
5359,"37.4790487071, 126.9528458670"
5360,"37.4856011777, 126.9306771620"
5361,"37.4853198310, 126.9305885509"
5362,"37.4815170317, 126.9465226944"
5363,"37.4849003189, 126.9304308716"
5364,"37.4845608197, 126.9272896386"
5365,"37.4804793043, 126.9505799203"
5366,"37.4705860830, 126.9332594193"
5367,"37.4869143528, 126.9283378898"
5368,"37.4826056791, 126.9138262511"
5369,"37.4863566903, 126.9282907074"
5370,"37.4830990679, 126.9545975117"
5371,"37.4749509397, 126.9808858687"
5372,"37.4857543649, 126.9285858255"
5373,"37.4744352126, 126.9809543959"
5374,"37.4857916537, 126.9287135571"
5375,"37.4855762213, 126.9290105649"
5376,"37.4852668759, 126.9317123767"
5377,"37.4852830677, 126.9313559735"
5378,"37.4743002467, 126.9809875541"
5379,"37.4883603254, 126.9585184936"
5380,"37.4858583934, 126.9285230867"
5381,"37.4855508386, 126.9304169264"
5382,"37.4853750701, 126.9287840548"
5383,"37.4846044753, 126.9267818152"
5384,"37.4855845894, 126.9283946763"
5385,"37.4855159626, 126.9291919826"
5386,"37.4740058975, 126.9810552328"
5387,"37.4852520692, 126.9315046854"
5388,"37.4797790856, 126.9517803911"
5389,"37.4887416986, 126.9584519091"
5390,"37.4848595536, 126.9311320365"
5391,"37.4846227730, 126.9269390727"
5392,"37.4853562152, 126.9314864996"
5393,"37.4868809317, 126.9284970110"
5394,"37.4796168397, 126.9577304454"
5395,"nan, nan"
5396,"nan, nan"
5397,"nan, nan"
5398,"37.4841691267, 126.9539532940"
5399,"nan, nan"
5400,"37.4844423879, 126.9273722917"
5401,"37.4864039855, 126.9303868502"
5402,"37.4846696366, 126.9288769867"
5403,"37.4839203629, 126.9530492629"
5404,"37.4862747528, 126.9577294081"
5405,"37.4864643114, 126.9304692217"
5406,"37.4867844318, 126.9306092445"
5407,"37.4856784211, 126.9287534646"
5408,"37.4871726634, 126.9280277175"
5409,"37.4865825465, 126.9286935838"
5410,"37.4832072233, 126.9283028757"
5411,"37.4712940880, 126.9322933741"
5412,"37.4847520850, 126.9311693341"
5413,"37.4824078919, 126.9061193083"
5414,"37.4850550876, 126.9319356508"
5415,"37.4829681335, 126.9282169495"
5416,"37.4854789892, 126.9314289490"
5417,"37.4850678179, 126.9316686879"
5418,"37.5032201552, 127.0235678712"
5419,"37.4856837647, 126.9283521812"
5420,"37.4829940686, 126.9278980843"
5421,"37.4752040332, 126.9808851259"
5422,"37.4726595483, 126.9327304310"
5423,"37.4810865433, 126.9492083154"
5424,"37.4840806943, 126.9137909766"
5425,"37.4850539291, 126.9321146370"
5426,"37.4867725850, 126.9287198615"
5427,"37.4817894766, 126.9010846341"
5428,"37.4850006910, 126.9255519381"
5429,"37.4811940707, 126.9128459354"
5430,"37.4822151724, 126.9541156076"
5431,"37.4812363714, 126.9477398865"
5432,"37.4861659877, 126.9282095932"
5433,"37.4794446117, 126.9533026012"
5434,"37.4794989696, 126.9517994519"
5435,"37.4871443060, 126.9279198757"
5436,"37.4854295476, 126.9320940580"
5437,"37.4806783461, 126.9506010446"
5438,"37.4870704732, 126.9296468664"
5439,"37.4845116665, 126.9289879413"
5440,"37.4834373351, 126.9272616698"
5441,"37.4801032582, 126.9517548574"
5442,"37.4750914050, 126.9808729450"
5443,"37.4712640137, 126.9321701807"
5444,"37.4827801515, 126.9547033061"
5445,"37.4814830070, 126.9465967741"
5446,"37.4795112484, 126.9529796640"
5447,"37.4862517015, 126.9279594029"
5448,"37.4795373033, 126.9472545779"
5449,"37.4799655274, 126.9552750507"
5450,"37.4821360657, 126.9507626690"
5451,"37.4788983139, 126.9153435608"
5452,"37.4871407077, 126.9294217908"
5453,"37.4795161413, 126.9152256219"
5454,"37.4867189064, 126.9284572519"
5455,"37.4805404066, 126.9514830056"
5456,"37.4843888430, 126.9276251592"
5457,"37.4862022825, 126.9302895721"
5458,"37.4851832028, 126.9308356162"
5459,"37.4802133049, 126.9273416757"
5460,"37.4828844161, 126.9547501647"
5461,"37.4872753097, 126.9298612819"
5462,"37.4858572097, 126.9303120541"
5463,"37.4857361475, 126.9466405570"
5464,"37.4835963659, 126.9280017513"
5465,"37.4862149115, 126.9283564228"
5466,"37.4848052377, 126.9266651606"
5467,"37.4866190587, 126.9282823156"
5468,"37.4805273355, 126.9508135842"
5469,"37.4796267142, 126.9471218970"
5470,"37.4802173497, 126.9533849932"
5471,"37.4861675521, 126.9488865871"
5472,"37.4875387879, 126.9294467441"
5473,"37.4737649210, 126.9353368270"
5474,"37.4862923298, 126.9280956119"
5475,"37.4867389823, 126.9285787825"
5476,"37.4822557248, 126.9548351148"
5477,"37.4854055600, 126.9251969564"
5478,"37.4845349421, 126.9268215693"
5479,"37.4845275470, 126.9285772696"
5480,"37.4795837271, 126.9533014971"
5481,"37.4857547516, 126.9304421776"
5482,"37.4863085419, 126.9303413720"
5483,"37.4805165785, 126.9502993933"
5484,"37.4858583934, 126.9285230867"
5485,"37.4814367933, 126.9464154561"
5486,"37.4807065592, 126.9485176597"
5487,"37.4845915522, 126.9274494847"
5488,"37.4844083307, 126.9560464531"
5489,"37.4835675846, 126.9138110133"
5490,"37.4825548270, 126.9545150787"
5491,"37.4894948728, 126.9294420776"
5492,"37.4727021829, 126.9329185055"
5493,"37.4670102795, 126.9311270487"
5494,"37.4826028159, 126.9517028240"
5495,"37.4824565329, 126.9522467520"
5496,"37.4790873930, 126.9531544913"
5497,"37.4824338087, 126.9528731362"
5498,"37.4846886293, 126.9306646633"
5499,"37.4809021811, 126.9513110323"
5500,"37.4792041793, 126.9516275665"
5501,"37.4795275190, 126.9481519321"
5502,"37.4811052307, 126.9464346872"
5503,"37.4812674192, 126.9474532543"
5504,"37.4799644047, 126.9473062851"
5505,"37.4826079129, 126.9292669745"
5506,"37.4846368037, 126.9283695756"
5507,"37.4715870369, 126.9326619815"
5508,"37.4833025153, 126.9282458002"
5509,"nan, nan"
5510,"37.4867517920, 126.9330676345"
5511,"37.4809279907, 126.9112560438"
5512,"37.4794751442, 126.9535013394"
5513,"37.4869966702, 126.9279844675"
5514,"37.4804050771, 126.9514879546"
5515,"37.4857267814, 126.9575387448"
5516,"37.4864525270, 126.9282404131"
5517,"37.4716322234, 126.9325843908"
5518,"37.4811052307, 126.9464346872"
5519,"37.4802303360, 126.9505332775"
5520,"37.4846685424, 126.9267905718"
5521,"37.5158654429, 127.1109704906"
5522,"37.4846442435, 126.9266909840"
5523,"37.4875130696, 126.9290797406"
5524,"37.4857980451, 126.9306721182"
5525,"37.4870827804, 126.9323612163"
5526,"37.4866917013, 126.9281691766"
5527,"37.4858648369, 126.9288984673"
5528,"37.4869501025, 126.9278603614"
5529,"37.4830261925, 126.9551114318"
5530,"37.4832915344, 126.9139603492"
5531,"37.4806653503, 126.9488569824"
5532,"37.4845825372, 126.9271486238"
5533,"37.4851115723, 126.9322343230"
5534,"37.4825954776, 126.9527175725"
5535,"37.4861687166, 126.9435284841"
5536,"37.4848268153, 126.9287984824"
5537,"nan, nan"
5538,"37.4844704693, 126.9270309177"
5539,"37.4847989558, 126.9289176811"
5540,"37.4707785320, 126.9332472654"
5541,"37.4796316478, 126.9476798392"
5542,"nan, nan"
5543,"37.4867608831, 126.9330516836"
5544,"37.4795719383, 126.9479457952"
5545,"37.4851445669, 126.9302521120"
5546,"37.4810052823, 126.9500774701"
5547,"37.4804198594, 126.9512830802"
5548,"37.4876369721, 126.9294037979"
5549,"37.4806015736, 126.9490997665"
5550,"37.4870207617, 126.9280412055"
5551,"37.4875727120, 126.9296753415"
5552,"37.4879852509, 126.9303809732"
5553,"37.4852900505, 126.9319008390"
5554,"37.4801385574, 126.9266711912"
5555,"37.4810914835, 126.9506604689"
5556,"37.4790040512, 126.9321758478"
5557,"37.4812372459, 126.9143475655"
5558,"37.4799216253, 126.9533515982"
5559,"37.4850204394, 126.9290939689"
5560,"nan, nan"
5561,"37.4827207742, 126.9290582659"
5562,"37.4845564395, 126.9292765573"
5563,"37.4830485954, 126.9280716982"
5564,"37.4864893334, 126.9287618531"
5565,"37.4859897277, 126.9483446580"
5566,"37.4724247136, 126.9186404472"
5567,"37.4858096147, 126.9283179144"
5568,"37.4849788948, 126.9309051146"
5569,"37.4864635760, 126.9283337976"
5570,"37.4871323308, 126.9294258692"
5571,"37.4896636941, 126.9290950077"
5572,"37.4860927480, 126.9318823586"
5573,"37.4851550461, 126.9304515529"
5574,"37.4853628357, 126.9317166990"
5575,"37.4849344843, 126.9289458195"
5576,"37.4835766787, 126.9274857423"
5577,"37.4830567101, 126.9277855253"
5578,"37.4837107263, 126.9290816388"
5579,"37.4793906628, 126.9498380687"
5580,"37.4846696366, 126.9288769867"
5581,"37.4847360901, 126.9286597227"
5582,"37.4799493022, 126.9536210016"
5583,"37.4791968828, 126.9516316413"
5584,"37.4870101941, 126.9284437449"
5585,"37.4874923993, 126.9297715269"
5586,"37.4702899814, 126.9335266944"
5587,"37.4820092788, 126.9540817017"
5588,"37.4805294154, 126.9285840148"
5589,"37.4832501593, 126.9276426520"
5590,"37.4797017501, 126.9281407067"
5591,"37.4691891912, 126.9320560732"
5592,"37.4718538920, 126.9385707184"
5593,"37.4711206164, 126.9319325744"
5594,"nan, nan"
5595,"37.4721639877, 126.9327214922"
5596,"37.4721466565, 126.9325078477"
5597,"nan, nan"
5598,"37.4852973387, 126.9254659387"
5599,"37.4809159266, 126.9488702659"
5600,"37.4835226040, 126.9271696655"
5601,"37.4853673973, 126.9286112949"
5602,"37.4876702642, 126.9296300217"
5603,"37.4809042185, 126.9112752922"
5604,"37.4854782855, 126.9284195396"
5605,"37.4853697377, 126.9284585384"
5606,"nan, nan"
5607,"37.4808661662, 126.9571943989"
5608,"37.4867709291, 126.9592424530"
5609,"nan, nan"
5610,"nan, nan"
5611,"nan, nan"
5612,"37.4860752150, 126.9305524616"
5613,"37.4807070786, 126.9510106440"
5614,"37.4876426073, 126.9297883470"
5615,"37.4792966260, 126.9529744848"
5616,"37.4859905571, 126.9280542919"
5617,"37.4677338257, 126.9304167136"
5618,"37.4851988123, 126.9310274770"
5619,"37.4824140258, 126.9541175211"
5620,"37.4724764355, 126.9329989714"
5621,"37.4868760707, 126.9286535042"
5622,"nan, nan"
5623,"37.4854363990, 126.9310117684"
5624,"37.4856228103, 126.9305379554"
5625,"37.4869292125, 126.9296759447"
5626,"37.4865361232, 126.9331251530"
5627,"37.4808688297, 126.9491389304"
5628,"37.4852398227, 126.9313617795"
5629,"37.4814467469, 126.9143702779"
5630,"37.4845861160, 126.9269617217"
5631,"37.4874266408, 126.9294943393"
5632,"nan, nan"
5633,"37.4813543192, 126.9489900385"
5634,"37.4837830775, 126.9286330410"
5635,"37.4800860398, 126.9537599803"
5636,"37.4866151889, 126.9282896688"
5637,"37.4832997531, 126.9144836019"
5638,"nan, nan"
5639,"37.4821933086, 126.9499733403"
5640,"37.4800496757, 126.9533948204"
5641,"37.4851537979, 126.9095760680"
5642,"37.4833205694, 126.9275630997"
5643,"37.4814467469, 126.9143702779"
5644,"37.4865831396, 126.9281852233"
5645,"37.4835538015, 126.9282374192"
5646,"nan, nan"
5647,"37.4812775836, 126.9538865532"
5648,"37.4873534272, 126.9587131925"
5649,"37.4861447120, 126.9528978287"
5650,"nan, nan"
5651,"37.4852571928, 126.9333742498"
5652,"37.4864423111, 126.9385694038"
5653,"37.4890717792, 126.9596107259"
5654,"nan, nan"
5655,"37.4804014149, 126.9483740566"
5656,"37.4840235077, 126.9539123405"
5657,"37.4805197477, 126.9509839710"
5658,"nan, nan"
5659,"37.4831239672, 126.9282980935"
5660,"37.4859165923, 126.9286617661"
5661,"37.4853128505, 126.9308229462"
5662,"37.4869623533, 126.9278556007"
5663,"nan, nan"
5664,"37.4862421404, 126.9304991647"
5665,"37.4835052297, 126.9280769137"
5666,"37.4871431389, 126.9139259685"
5667,"37.4835043416, 126.9276554093"
5668,"37.4870623460, 126.9585543761"
5669,"37.4862517015, 126.9279594029"
5670,"nan, nan"
5671,"37.4846941288, 126.9270783012"
5672,"37.4789657164, 126.9528264732"
5673,"37.4845252748, 126.9288433167"
5674,"37.4865847621, 126.9281862394"
5675,"37.4806224158, 126.9513062391"
5676,"37.4846786142, 126.9545669324"
5677,"37.4792475436, 126.9532585180"
5678,"37.4808933764, 126.9486050406"
5679,"37.4806015736, 126.9490997665"
5680,"37.4831684168, 126.9552302903"
5681,"37.4853152177, 126.9321080688"
5682,"37.4866534938, 126.9280132904"
5683,"37.4855857317, 126.9287939179"
5684,"37.4852208052, 126.9311961533"
5685,"37.4800423684, 126.9504924739"
5686,"37.4799096458, 126.9517902564"
5687,"37.4806186064, 126.9512450759"
5688,"37.4829654363, 126.9545660477"
5689,"37.4804035857, 126.9014567326"
5690,"37.4865566029, 126.9285534025"
5691,"37.4842227433, 126.9553794734"
5692,"37.4872843582, 126.9294717458"
5693,"37.4812330155, 126.9478935392"
5694,"37.4718928069, 126.9326042792"
5695,"37.4805748171, 126.9534792895"
5696,"37.4804621364, 126.9150106435"
5697,"37.4806124665, 126.9509957818"
5698,"37.4855830314, 126.9316981816"
5699,"37.4843238269, 126.9270985607"
